ts_code,close_20210705,close_20210730,rate
000078.SZ,3.31,3.18,-0.0392749244712991
000088.SZ,5.59,5.09,-0.08944543828264762
000089.SZ,7.76,6.96,-0.1030927835051546
000090.SZ,5.48,4.94,-0.0985401459854015
000096.SZ,9.37,8.41,-0.10245464247598712
000099.SZ,6.71,7.23,0.07749627421758576
000100.SZ,7.46,7.39,-0.009383378016085797
000150.SZ,4.29,3.71,-0.13519813519813517
000151.SZ,7.37,7.24,-0.01763907734056991
000153.SZ,9.44,8.78,-0.06991525423728817
000155.SZ,15.15,20.89,0.37887788778877884
000156.SZ,7.59,7.06,-0.06982872200263512
000157.SZ,8.65,7.61,-0.12023121387283242
000158.SZ,9.91,8.39,-0.15338042381432893
000159.SZ,6.07,7.95,0.3097199341021417
000166.SZ,4.51,4.29,-0.04878048780487798
000301.SZ,18.4,27.18,0.47717391304347845
000333.SZ,68.2,63.51,-0.06876832844574787
000338.SZ,17.19,17.12,-0.004072134962187279
000400.SZ,12.62,14.24,0.12836767036450092
000401.SZ,12.46,11.89,-0.045746388443017705
000402.SZ,6.73,5.66,-0.1589895988112927
000403.SZ,32.04,30.99,-0.03277153558052437
000404.SZ,3.88,3.53,-0.09020618556701032
000407.SZ,4.02,3.9,-0.02985074626865658
000408.SZ,25.86,28.03,0.08391337973704571
000409.SZ,5.63,4.8,-0.14742451154529312
000410.SZ,4.12,4.03,-0.021844660194174748
000411.SZ,13.12,12.28,-0.06402439024390238
000413.SZ,2.06,2.06,0.0
000415.SZ,2.35,2.53,0.07659574468085095
000416.SZ,3.86,3.56,-0.07772020725388595
000417.SZ,4.49,4.19,-0.06681514476614692
000419.SZ,4.97,4.21,-0.1529175050301811
000420.SZ,3.61,2.98,-0.1745152354570637
000421.SZ,5.08,4.5,-0.11417322834645671
000422.SZ,8.71,9.21,0.057405281285878296
000423.SZ,35.44,30.49,-0.1396726862302483
000425.SZ,6.38,5.83,-0.08620689655172409
000426.SZ,7.67,9.29,0.211212516297262
000428.SZ,2.8,2.46,-0.12142857142857133
000429.SZ,7.1,6.75,-0.04929577464788726
000430.SZ,5.45,4.65,-0.14678899082568808
000488.SZ,8.06,7.35,-0.088089330024814
000498.SZ,5.34,6.05,0.13295880149812733
000501.SZ,11.54,10.51,-0.08925476603119575
000502.SZ,5.65,4.78,-0.1539823008849558
000503.SZ,7.33,6.85,-0.06548431105047758
000504.SZ,20.28,20.21,-0.0034516765285995676
000505.SZ,7.09,6.8,-0.04090267983074758
000506.SZ,2.17,3.66,0.6866359447004609
000507.SZ,5.85,6.83,0.1675213675213676
000509.SZ,3.11,2.72,-0.12540192926045002
000510.SZ,4.8,5.74,0.19583333333333353
000513.SZ,46.5,39.56,-0.14924731182795692
000514.SZ,3.37,3.03,-0.10089020771513357
000516.SZ,18.5,13.05,-0.2945945945945946
000517.SZ,2.62,2.38,-0.09160305343511455
000518.SZ,3.57,3.42,-0.04201680672268904
000519.SZ,10.33,12.33,0.19361084220716362
000520.SZ,3.4,3.18,-0.06470588235294106
000521.SZ,3.36,3.13,-0.06845238095238093
000523.SZ,3.43,4.02,0.17201166180757999
000524.SZ,7.46,6.56,-0.12064343163538882
000525.SZ,4.02,3.8,-0.05472636815920395
000526.SZ,25.51,17.53,-0.31281850254802035
000528.SZ,7.87,7.3,-0.07242693773824649
000529.SZ,5.5,5.0,-0.09090909090909094
000530.SZ,3.75,3.57,-0.04800000000000004
000531.SZ,7.82,7.11,-0.09079283887468026
000532.SZ,14.63,14.59,-0.002734107997265922
000533.SZ,2.84,2.75,-0.03169014084507038
000534.SZ,12.69,13.38,0.05437352245862903
000536.SZ,2.68,2.5,-0.0671641791044777
000537.SZ,5.17,4.37,-0.15473887814313347
000538.SZ,115.39,98.98,-0.1422133633763757
000539.SZ,3.68,3.78,0.02717391304347827
000540.SZ,2.69,2.17,-0.19330855018587356
000541.SZ,5.85,5.73,-0.02051282051282033
000543.SZ,3.73,3.62,-0.029490616621983934
000544.SZ,6.09,5.92,-0.02791461412151064
000545.SZ,3.76,3.88,0.03191489361702127
000546.SZ,6.49,6.35,-0.02157164869029282
000547.SZ,17.19,19.67,0.14426992437463637
000548.SZ,3.72,3.78,0.016129032258064502
000550.SZ,23.2,18.5,-0.2025862068965517
000551.SZ,8.28,10.75,0.29830917874396135
000552.SZ,2.92,2.81,-0.03767123287671226
000553.SZ,9.16,9.57,0.044759825327510994
000554.SZ,4.59,4.25,-0.07407407407407407
000555.SZ,14.11,12.99,-0.07937632884479084
000557.SZ,3.5,3.36,-0.040000000000000036
000558.SZ,2.69,2.56,-0.048327137546468335
000559.SZ,5.43,5.48,0.009208103130755152
000560.SZ,4.5,3.59,-0.2022222222222223
000561.SZ,6.43,7.82,0.21617418351477458
000563.SZ,3.17,3.06,-0.034700315457413256
000564.SZ,2.62,2.4,-0.08396946564885499
000565.SZ,5.36,6.37,0.18843283582089554
000566.SZ,5.73,4.65,-0.18848167539267013
000567.SZ,10.86,11.79,0.08563535911602216
000568.SZ,223.0,171.1,-0.23273542600896868
000570.SZ,5.52,6.4,0.15942028985507273
000571.SZ,2.0,1.89,-0.05500000000000005
000572.SZ,5.24,6.25,0.19274809160305328
000573.SZ,3.08,2.8,-0.09090909090909094
000576.SZ,11.22,10.57,-0.0579322638146168
000581.SZ,20.56,20.2,-0.017509727626459082
000582.SZ,8.14,7.68,-0.05651105651105659
000584.SZ,6.74,5.81,-0.13798219584569738
000585.SZ,1.7,1.55,-0.08823529411764697
000586.SZ,7.63,8.02,0.051114023591087854
000587.SZ,1.76,1.47,-0.1647727272727273
000589.SZ,6.04,5.29,-0.1241721854304636
000590.SZ,8.99,8.33,-0.07341490545050056
000591.SZ,6.13,7.02,0.1451876019575855
000592.SZ,3.0,2.78,-0.07333333333333336
000593.SZ,4.79,4.75,-0.008350730688935326
000595.SZ,3.18,2.66,-0.16352201257861632
000596.SZ,235.1,185.89,-0.2093151850276479
000597.SZ,5.05,5.14,0.017821782178217838
000598.SZ,5.19,4.96,-0.044315992292870976
000599.SZ,4.36,3.7,-0.1513761467889908
000600.SZ,4.83,4.42,-0.08488612836438925
000601.SZ,5.27,4.9,-0.0702087286527513
000603.SZ,12.84,13.28,0.03426791277258556
000605.SZ,5.26,4.84,-0.07984790874524716
000606.SZ,2.39,2.13,-0.10878661087866115
000607.SZ,3.59,3.38,-0.058495821727019504
000608.SZ,3.56,3.42,-0.0393258426966292
000609.SZ,3.09,2.96,-0.04207119741100318
000610.SZ,9.87,7.99,-0.19047619047619035
000611.SZ,3.89,3.92,0.007712082262210762
000612.SZ,7.17,8.88,0.2384937238493725
000613.SZ,3.72,3.37,-0.09408602150537637
000615.SZ,21.3,16.17,-0.2408450704225351
000616.SZ,1.91,1.87,-0.020942408376963262
000617.SZ,5.99,5.13,-0.14357262103505852
000619.SZ,5.12,5.06,-0.011718750000000111
000620.SZ,2.53,2.03,-0.19762845849802368
000622.SZ,3.45,3.22,-0.06666666666666665
000623.SZ,15.36,14.85,-0.033203125
000625.SZ,19.47,18.4,-0.05495634309193631
000626.SZ,18.42,23.88,0.2964169381107491
000627.SZ,3.59,3.33,-0.07242339832869071
000628.SZ,8.36,7.62,-0.08851674641148322
000629.SZ,2.3,2.86,0.24347826086956537
000630.SZ,2.86,3.68,0.2867132867132869
000631.SZ,3.2,3.03,-0.05312500000000009
000632.SZ,3.51,3.25,-0.07407407407407407
000633.SZ,7.39,8.01,0.08389715832205691
000635.SZ,10.92,11.24,0.029304029304029422
000636.SZ,31.47,36.18,0.14966634890371777
000637.SZ,3.87,4.01,0.036175710594315236
000638.SZ,5.36,4.32,-0.19402985074626866
000639.SZ,5.81,4.92,-0.153184165232358
000650.SZ,10.19,9.86,-0.03238469087340534
000651.SZ,49.89,47.5,-0.047905391862096636
000652.SZ,4.22,4.12,-0.023696682464454888
000655.SZ,11.2,9.91,-0.11517857142857135
000656.SZ,5.81,4.3,-0.2598967297762478
000657.SZ,11.06,14.33,0.29566003616636527
000659.SZ,3.33,4.64,0.3933933933933933
000661.SZ,355.56,305.76,-0.1400607492406345
000663.SZ,10.41,10.17,-0.023054755043227737
000665.SZ,3.95,3.62,-0.08354430379746836
000666.SZ,7.85,8.07,0.028025477707006363
000667.SZ,1.68,1.62,-0.03571428571428559
000668.SZ,17.52,15.23,-0.1307077625570776
000669.SZ,2.26,1.98,-0.12389380530973448
000671.SZ,4.92,4.37,-0.11178861788617878
000672.SZ,17.21,15.55,-0.09645554909936083
000673.SZ,1.83,1.75,-0.04371584699453557
000676.SZ,5.76,5.35,-0.07118055555555558
000677.SZ,2.76,2.92,0.05797101449275366
000678.SZ,5.16,4.79,-0.07170542635658916
000679.SZ,4.14,3.56,-0.14009661835748788
000680.SZ,3.9,3.69,-0.05384615384615388
000681.SZ,12.92,11.14,-0.13777089783281726
000682.SZ,4.75,4.62,-0.027368421052631597
000683.SZ,5.04,7.21,0.4305555555555556
000685.SZ,8.08,7.68,-0.04950495049504955
000686.SZ,8.15,7.79,-0.04417177914110437
000687.SZ,2.09,2.26,0.08133971291866016
000688.SZ,8.69,9.59,0.10356731875719216
000690.SZ,5.01,5.14,0.02594810379241519
000691.SZ,5.26,4.59,-0.12737642585551334
000692.SZ,3.49,2.9,-0.1690544412607451
000695.SZ,6.07,7.3,0.20263591433278405
000697.SZ,7.87,8.03,0.020330368487928796
000698.SZ,6.51,5.83,-0.10445468509984634
000700.SZ,5.57,5.37,-0.03590664272890487
000701.SZ,5.56,5.38,-0.03237410071942437
000702.SZ,4.87,4.27,-0.12320328542094472
000703.SZ,13.03,12.16,-0.06676899462778196
000705.SZ,7.38,7.2,-0.024390243902438935
000707.SZ,3.95,5.23,0.32405063291139236
000708.SZ,20.45,21.99,0.07530562347188252
000709.SZ,2.43,2.7,0.11111111111111116
000710.SZ,28.12,26.05,-0.07361308677098155
000711.SZ,2.66,3.56,0.33834586466165417
000712.SZ,16.12,16.09,-0.0018610421836229296
000713.SZ,9.06,9.64,0.06401766004415022
000715.SZ,4.73,4.61,-0.025369978858351017
000716.SZ,3.25,3.1,-0.0461538461538461
000717.SZ,4.41,4.79,0.08616780045351469
000718.SZ,8.33,5.74,-0.31092436974789917
000719.SZ,6.52,6.43,-0.013803680981595123
000720.SZ,4.07,4.13,0.014742014742014753
000721.SZ,4.26,3.79,-0.11032863849765251
000722.SZ,6.88,6.39,-0.07122093023255816
000723.SZ,7.59,8.67,0.14229249011857714
000725.SZ,6.04,5.74,-0.04966887417218535
000726.SZ,6.05,5.52,-0.08760330578512399
000727.SZ,2.48,2.45,-0.012096774193548265
000728.SZ,7.63,7.18,-0.05897771952817832
000729.SZ,7.1,6.25,-0.11971830985915488
000731.SZ,5.37,6.34,0.18063314711359402
000732.SZ,2.16,1.96,-0.09259259259259267
000733.SZ,57.9,82.03,0.41675302245250445
000735.SZ,7.84,6.72,-0.1428571428571429
000736.SZ,6.23,5.34,-0.1428571428571429
000737.SZ,9.0,8.53,-0.05222222222222228
000738.SZ,18.95,20.63,0.08865435356200524
000739.SZ,27.65,27.62,-0.0010849909584086381
000750.SZ,4.08,3.91,-0.04166666666666663
000751.SZ,3.28,3.7,0.128048780487805
000752.SZ,7.02,5.47,-0.22079772079772075
000753.SZ,2.64,2.5,-0.053030303030303094
000755.SZ,3.34,3.19,-0.04491017964071853
000756.SZ,8.58,8.02,-0.06526806526806528
000757.SZ,3.88,3.65,-0.05927835051546393
000758.SZ,4.82,6.04,0.25311203319502074
000759.SZ,5.18,4.78,-0.07722007722007718
000761.SZ,4.3,5.18,0.20465116279069773
000762.SZ,27.78,50.74,0.8264938804895607
000766.SZ,4.95,4.89,-0.0121212121212122
000767.SZ,3.17,3.05,-0.03785488958990535
000768.SZ,23.97,29.1,0.2140175219023781
000776.SZ,14.79,15.41,0.04192021636240706
000777.SZ,11.53,10.84,-0.059843885516045026
000778.SZ,3.67,4.05,0.10354223433242504
000779.SZ,9.04,8.4,-0.07079646017699104
000780.SZ,5.67,6.3,0.11111111111111116
000783.SZ,7.08,6.9,-0.025423728813559254
000785.SZ,6.07,5.06,-0.1663920922570018
000786.SZ,36.9,32.45,-0.12059620596205956
000788.SZ,6.57,6.88,0.04718417047184165
000789.SZ,11.56,10.2,-0.11764705882352955
000790.SZ,5.9,5.78,-0.02033898305084747
000791.SZ,4.18,4.09,-0.021531100478468845
000793.SZ,2.68,2.31,-0.13805970149253732
000795.SZ,5.18,5.98,0.15444015444015458
000796.SZ,8.7,7.05,-0.18965517241379304
000797.SZ,3.03,2.78,-0.08250825082508251
000798.SZ,7.68,6.84,-0.109375
000799.SZ,256.6,191.87,-0.2522603273577553
000800.SZ,10.75,11.02,0.025116279069767433
000801.SZ,6.6,6.67,0.01060606060606073
000802.SZ,5.04,4.66,-0.07539682539682535
000803.SZ,14.61,14.87,0.017796030116358663
000806.SZ,3.42,3.31,-0.032163742690058394
000807.SZ,12.06,14.21,0.17827529021558886
000809.SZ,1.95,1.94,-0.00512820512820511
000810.SZ,8.31,8.24,-0.008423586040914643
000811.SZ,10.58,11.28,0.06616257088846877
000812.SZ,3.41,3.08,-0.09677419354838712
000813.SZ,4.3,4.13,-0.03953488372093017
000815.SZ,5.05,4.99,-0.01188118811881178
000816.SZ,2.8,2.67,-0.046428571428571375
000818.SZ,27.98,34.33,0.2269478198713366
000819.SZ,6.46,6.37,-0.01393188854489158
000820.SZ,3.27,3.34,0.021406727828746197
000821.SZ,9.04,12.38,0.36946902654867286
000822.SZ,7.36,9.64,0.3097826086956521
000823.SZ,11.12,11.81,0.062050359712230385
000825.SZ,7.16,10.23,0.4287709497206704
000826.SZ,5.38,4.52,-0.1598513011152417
000828.SZ,10.99,10.51,-0.0436760691537762
000829.SZ,8.22,8.4,0.021897810218977964
000830.SZ,18.99,20.09,0.05792522380200116
000831.SZ,21.27,37.63,0.7691584391161261
000833.SZ,4.49,4.69,0.04454342984409809
000835.SZ,2.72,2.78,0.022058823529411686
000836.SZ,2.37,2.25,-0.05063291139240511
000837.SZ,7.31,8.12,0.1108071135430917
000838.SZ,2.74,2.57,-0.06204379562043805
000839.SZ,2.07,2.13,0.02898550724637694
000848.SZ,11.83,9.73,-0.1775147928994083
000850.SZ,3.66,3.49,-0.04644808743169393
000851.SZ,6.47,6.06,-0.06336939721792889
000852.SZ,4.76,4.39,-0.07773109243697485
000856.SZ,6.55,6.82,0.04122137404580162
000858.SZ,281.1,220.75,-0.2146922803272857
000859.SZ,6.03,6.44,0.06799336650082921
000860.SZ,40.65,31.22,-0.231980319803198
000861.SZ,2.07,1.86,-0.10144927536231874
000862.SZ,5.4,6.34,0.17407407407407405
000863.SZ,3.21,3.21,0.0
000868.SZ,4.08,3.98,-0.02450980392156865
000869.SZ,36.59,30.92,-0.1549603716862531
000875.SZ,5.46,5.58,0.0219780219780219
000876.SZ,14.0,11.41,-0.18499999999999994
000877.SZ,13.9,12.22,-0.12086330935251799
000878.SZ,13.0,13.59,0.04538461538461536
000880.SZ,7.52,6.94,-0.07712765957446799
000881.SZ,9.94,9.35,-0.059356136820925554
000882.SZ,1.72,1.79,0.04069767441860472
000883.SZ,4.62,4.15,-0.10173160173160167
000885.SZ,9.33,8.92,-0.04394426580921762
000886.SZ,4.46,4.08,-0.08520179372197312
000887.SZ,11.48,14.66,0.27700348432055755
000888.SZ,6.3,5.77,-0.08412698412698416
000889.SZ,3.89,3.46,-0.11053984575835485
000890.SZ,5.95,5.04,-0.15294117647058825
000892.SZ,2.84,2.6,-0.08450704225352101
000895.SZ,31.12,25.68,-0.1748071979434448
000897.SZ,2.07,1.9,-0.08212560386473422
000898.SZ,4.21,5.03,0.19477434679334915
000899.SZ,4.96,4.65,-0.06249999999999989
000900.SZ,4.11,3.95,-0.03892944038929447
000901.SZ,8.27,8.43,0.0193470374848852
000902.SZ,14.3,18.52,0.2951048951048949
000903.SZ,3.81,3.46,-0.09186351706036744
000905.SZ,6.65,6.31,-0.051127819548872244
000906.SZ,11.87,10.78,-0.09182813816343727
000908.SZ,4.96,4.61,-0.07056451612903214
000909.SZ,7.11,6.53,-0.08157524613220812
000910.SZ,11.78,11.89,0.009337860780984863
000911.SZ,9.91,9.15,-0.07669021190716441
000912.SZ,4.17,4.56,0.09352517985611497
000913.SZ,18.04,14.12,-0.21729490022172948
000915.SZ,30.0,31.61,0.05366666666666675
000917.SZ,5.04,5.49,0.08928571428571441
000918.SZ,4.75,3.72,-0.21684210526315784
000919.SZ,7.28,6.73,-0.0755494505494505
000920.SZ,7.56,9.01,0.19179894179894186
000921.SZ,13.83,11.95,-0.13593637020968918
000922.SZ,6.83,6.78,-0.007320644216691097
000923.SZ,19.4,18.29,-0.057216494845360844
000925.SZ,7.74,8.74,0.12919896640826867
000926.SZ,4.34,4.0,-0.07834101382488479
000927.SZ,3.67,3.19,-0.13079019073569487
000928.SZ,9.25,9.01,-0.025945945945946014
000929.SZ,10.85,8.99,-0.17142857142857137
000930.SZ,9.08,8.55,-0.05837004405286339
000931.SZ,6.78,5.95,-0.1224188790560472
000932.SZ,6.52,7.69,0.17944785276073638
000933.SZ,9.58,11.65,0.21607515657620047
000935.SZ,16.34,18.31,0.1205630354957159
000936.SZ,6.87,7.25,0.055312954876273634
000937.SZ,3.91,4.02,0.028132992327365658
000938.SZ,22.81,26.36,0.15563349408154314
000948.SZ,12.81,11.2,-0.12568306010928976
000949.SZ,8.22,7.17,-0.12773722627737238
000950.SZ,5.02,4.97,-0.009960159362549792
000951.SZ,25.68,23.05,-0.10241433021806845
000952.SZ,7.66,7.66,0.0
000953.SZ,4.79,4.43,-0.0751565762004176
000955.SZ,5.18,4.98,-0.03861003861003842
000957.SZ,6.04,4.97,-0.17715231788079477
000958.SZ,4.18,4.18,0.0
000959.SZ,5.32,7.08,0.3308270676691729
000960.SZ,16.44,17.52,0.06569343065693412
000961.SZ,5.87,4.56,-0.22316865417376497
000962.SZ,9.26,12.96,0.39956803455723544
000963.SZ,43.58,35.49,-0.18563561266636064
000965.SZ,2.61,2.25,-0.13793103448275856
000966.SZ,10.56,10.11,-0.042613636363636465
000967.SZ,6.73,6.2,-0.07875185735512635
000968.SZ,6.37,5.81,-0.08791208791208804
000969.SZ,8.92,9.95,0.11547085201793705
000970.SZ,10.03,12.06,0.20239282153539384
000971.SZ,2.6,2.43,-0.06538461538461537
000972.SZ,1.97,1.93,-0.020304568527918843
000973.SZ,4.17,4.69,0.12470023980815359
000975.SZ,9.7,9.13,-0.05876288659793805
000976.SZ,5.7,5.75,0.00877192982456143
000977.SZ,27.05,30.48,0.12680221811460268
000978.SZ,5.6,4.57,-0.18392857142857133
000980.SZ,6.95,6.36,-0.08489208633093526
000981.SZ,2.01,1.95,-0.02985074626865658
000982.SZ,2.26,2.34,0.03539823008849563
000983.SZ,8.16,8.85,0.08455882352941169
000985.SZ,11.96,11.4,-0.04682274247491647
000987.SZ,12.07,10.53,-0.12758906379453194
000988.SZ,22.89,28.05,0.2254259501965925
000989.SZ,10.91,9.09,-0.1668194317140238
000990.SZ,12.76,14.88,0.16614420062695934
000993.SZ,9.17,9.59,0.04580152671755733
000995.SZ,27.16,21.48,-0.2091310751104566
000996.SZ,9.11,8.51,-0.06586169045005486
000997.SZ,16.13,15.43,-0.043397396156230617
000998.SZ,16.16,19.98,0.23638613861386149
000999.SZ,27.33,23.86,-0.12696670325649462
001201.SZ,40.4,33.88,-0.1613861386138613
001202.SZ,18.94,18.95,0.000527983104540608
001203.SZ,20.99,17.31,-0.1753215817055741
001205.SZ,32.23,22.35,-0.30654669562519377
001206.SZ,62.45,51.23,-0.17966373098478794
001207.SZ,25.36,21.1,-0.167981072555205
001208.SZ,10.29,9.7,-0.05733722060252666
001696.SZ,7.58,7.28,-0.0395778364116095
001872.SZ,16.76,14.66,-0.1252983293556087
001896.SZ,8.14,6.79,-0.16584766584766586
001914.SZ,16.75,13.42,-0.19880597014925372
001965.SZ,7.2,6.84,-0.050000000000000044
001979.SZ,11.2,9.36,-0.16428571428571426
002001.SZ,28.18,25.87,-0.0819730305180979
002002.SZ,3.88,4.68,0.2061855670103092
002003.SZ,6.88,7.36,0.06976744186046524
002004.SZ,6.04,5.4,-0.10596026490066224
002005.SZ,1.76,1.69,-0.03977272727272729
002006.SZ,8.0,10.94,0.36749999999999994
002007.SZ,37.38,36.79,-0.015783841626538342
002008.SZ,38.56,36.83,-0.04486514522821583
002009.SZ,11.87,12.93,0.08930075821398487
002010.SZ,7.97,7.09,-0.11041405269761606
002011.SZ,5.65,5.34,-0.05486725663716818
002012.SZ,5.39,5.73,0.06307977736549186
002013.SZ,9.57,9.9,0.034482758620689724
002014.SZ,8.59,7.74,-0.0989522700814901
002015.SZ,9.15,8.9,-0.02732240437158473
002016.SZ,6.31,5.95,-0.05705229793977806
002017.SZ,11.12,10.57,-0.049460431654676174
002019.SZ,16.88,13.64,-0.19194312796208524
002020.SZ,8.55,7.78,-0.09005847953216384
002021.SZ,2.17,1.95,-0.10138248847926268
002022.SZ,18.08,13.84,-0.2345132743362831
002023.SZ,13.38,15.6,0.16591928251121058
002025.SZ,46.42,62.6,0.3485566566135285
002026.SZ,13.87,12.34,-0.11031002162941594
002027.SZ,8.54,7.5,-0.12177985948477743
002028.SZ,29.95,28.55,-0.046744574290484064
002029.SZ,6.84,5.8,-0.15204678362573099
002030.SZ,20.09,21.85,0.08760577401692382
002031.SZ,1.79,1.92,0.07262569832402233
002032.SZ,61.96,51.81,-0.16381536475145253
002033.SZ,6.16,5.59,-0.09253246753246758
002034.SZ,15.32,16.17,0.055483028720626715
002035.SZ,7.05,6.92,-0.018439716312056764
002036.SZ,13.49,17.4,0.28984432913269065
002037.SZ,6.05,6.02,-0.0049586776859504855
002038.SZ,10.37,9.27,-0.1060752169720347
002039.SZ,14.15,13.55,-0.04240282685512364
002040.SZ,5.99,5.65,-0.056761268781302165
002041.SZ,15.36,17.83,0.16080729166666652
002042.SZ,4.79,5.0,0.04384133611691032
002043.SZ,9.77,9.68,-0.0092118730808598
002044.SZ,8.8,7.53,-0.1443181818181819
002045.SZ,13.06,13.45,0.02986217457886675
002046.SZ,8.4,9.81,0.16785714285714293
002047.SZ,3.36,2.99,-0.11011904761904756
002048.SZ,20.77,19.34,-0.06884930187770821
002049.SZ,157.16,191.07,0.21576737083227293
002050.SZ,23.21,21.4,-0.07798362774666101
002051.SZ,6.29,6.25,-0.006359300476947549
002052.SZ,1.81,1.89,0.044198895027624197
002053.SZ,7.56,8.34,0.10317460317460325
002054.SZ,10.79,9.81,-0.0908248378127895
002055.SZ,12.35,10.89,-0.11821862348178136
002056.SZ,13.36,15.2,0.13772455089820368
002057.SZ,7.03,7.93,0.12802275960170695
002058.SZ,9.24,7.46,-0.1926406926406926
002059.SZ,5.61,4.63,-0.17468805704099832
002060.SZ,3.44,3.45,0.0029069767441860517
002061.SZ,5.28,4.96,-0.06060606060606066
002062.SZ,4.06,4.0,-0.01477832512315258
002063.SZ,7.54,6.98,-0.07427055702917762
002064.SZ,13.79,12.29,-0.10877447425670772
002065.SZ,7.76,7.11,-0.08376288659793807
002066.SZ,10.15,9.13,-0.10049261083743832
002067.SZ,3.63,3.51,-0.03305785123966942
002068.SZ,7.35,7.28,-0.00952380952380949
002069.SZ,3.35,2.97,-0.11343283582089547
002072.SZ,5.09,4.92,-0.03339882121807469
002073.SZ,4.69,4.74,0.010660980810234477
002074.SZ,42.88,54.64,0.27425373134328357
002075.SZ,11.76,7.11,-0.39540816326530603
002076.SZ,1.99,2.17,0.09045226130653261
002077.SZ,7.36,7.55,0.025815217391304213
002078.SZ,12.75,11.57,-0.09254901960784312
002079.SZ,11.77,14.65,0.24468988954970272
002080.SZ,25.18,25.61,0.01707704527402698
002081.SZ,7.9,6.83,-0.1354430379746836
002082.SZ,11.92,11.29,-0.05285234899328861
002083.SZ,4.41,4.0,-0.09297052154195018
002084.SZ,5.32,5.29,-0.005639097744360999
002085.SZ,5.54,5.25,-0.05234657039711188
002086.SZ,1.79,1.69,-0.05586592178770955
002087.SZ,3.38,3.22,-0.047337278106508784
002088.SZ,21.89,22.26,0.016902695294655157
002089.SZ,2.3,2.66,0.156521739130435
002090.SZ,8.65,9.11,0.05317919075144495
002091.SZ,9.21,12.01,0.30401737242128113
002092.SZ,9.69,11.46,0.1826625386996905
002093.SZ,6.17,5.8,-0.05996758508914102
002094.SZ,4.25,4.67,0.09882352941176475
002095.SZ,13.62,12.8,-0.06020558002936849
002096.SZ,7.7,7.37,-0.042857142857142816
002097.SZ,7.9,8.67,0.0974683544303796
002098.SZ,6.09,6.49,0.06568144499178996
002099.SZ,8.67,7.56,-0.12802768166089973
002100.SZ,8.64,7.29,-0.15625
002101.SZ,8.03,7.7,-0.041095890410958846
002102.SZ,2.33,2.73,0.1716738197424892
002103.SZ,4.35,4.08,-0.06206896551724128
002104.SZ,5.77,5.35,-0.07279029462738296
002105.SZ,7.86,7.93,0.008905852417302684
002106.SZ,10.94,9.88,-0.09689213893967086
002107.SZ,7.87,6.89,-0.12452350698856418
002108.SZ,5.65,8.3,0.46902654867256643
002109.SZ,4.7,5.81,0.2361702127659573
002110.SZ,7.11,8.89,0.25035161744022516
002111.SZ,17.77,13.28,-0.25267304445694994
